Date,Tests,Positives,Hospitalized,ICU,Deaths,New Cases,Age 0-9,Age 10-19,Age 40-49,Age 50-59,Age 60-69,Age 70-79,Age 80+,Age Unknow,Age 20-29,Gender Female,Gender Male,Gender Unknown,Age 30-39,New Tests,Rolling Average Percentage of Positive Cases Among Tests (14 day period) 
2020-03-25,"5,055",341,69,31,3,58,3,3,61,53,26,25,14,1,66,134,207,0,89,"1,087",8.12235
2020-03-26,"6,078",417,85,38,5,76,3,4,73,65,31,29,20,2,84,166,249,1,106,"1,023",8.21392533
2020-03-27,"6,854",488,96,42,7,71,3,5,85,74,36,38,25,2,102,206,280,2,118,776,8.25849621
2020-03-28,"8,129",519,106,47,7,31,4,6,90,79,37,39,26,1,107,219,298,2,130,"1,275",7.11815562
2020-03-29,"8,816",603,118,51,7,84,4,6,105,91,52,45,29,2,121,256,345,2,148,687,7.4454091
2020-03-30,"10,354",734,136,56,9,131,5,7,130,116,74,49,34,1,144,317,414,3,174,"1,538",7.5041141
2020-03-31,"11,343",849,158,65,11,115,6,8,154,125,93,62,41,3,163,380,461,8,194,989,7.87872744
2020-04-01,"13,950",966,181,70,16,117,8,9,170,149,108,71,45,3,187,439,514,13,216,"2,606",7.17373899
2020-04-02,"15,831","1,112",211,85,17,146,10,12,192,177,136,88,55,6,198,519,585,8,238,"1,882",7.2018218
2020-04-03,"16,856","1,209",228,89,18,97,10,14,212,202,152,91,64,4,209,570,630,9,251,"1,025",7.28109984
2020-04-04,"17,663","1,326",249,94,19,117,10,15,237,222,162,99,66,3,226,609,710,7,286,807,7.88508965
2020-04-05,"18,490","1,404",269,102,19,78,10,15,254,235,172,109,71,3,235,657,739,8,300,827,7.83359294
2020-04-06,"20,336","1,454",289,109,31,50,10,16,259,255,190,115,79,2,240,701,747,6,288,"1,846",7.24276908
2020-04-07,"21,178","1,530",316,122,36,76,10,16,268,278,201,123,86,3,244,737,785,8,301,842,7.24578733
2020-04-08,"22,098","1,628",348,132,40,98,10,20,283,293,224,131,90,2,255,790,832,6,320,920,7.55148741
2020-04-09,"23,353","1,693",374,140,44,65,10,21,292,305,235,137,92,2,264,821,867,5,335,"1,255",7.38639653
2020-04-10,"24,430","1,761",396,144,45,68,10,22,304,318,245,143,104,2,270,853,902,6,343,"1,077",7.24283113
2020-04-11,"25,234","1,804",415,152,45,43,10,22,312,328,250,145,109,3,273,877,922,5,352,804,7.51242327
2020-04-12,"26,132","1,847",420,156,47,43,11,23,320,338,255,146,113,3,279,905,937,5,359,898,7.18410718
2020-04-13,"27,048","1,930",450,164,53,83,12,24,339,352,265,155,121,3,292,954,971,5,367,919,7.16296341
2020-04-14,"27,884","2,012",488,173,60,82,12,32,350,367,275,160,124,3,308,989,"1,017",6,381,836,7.02973888
2020-04-15,"29,132","2,087",507,181,63,75,12,34,362,383,286,163,129,3,316,"1,034","1,047",6,399,"1,248",7.38179903
2020-04-16,"30,246","2,158",524,181,70,71,13,35,373,404,297,166,131,4,327,"1,073","1,081",4,408,"1,114",7.25482036
2020-04-17,"31,639","2,213",537,187,71,55,16,38,381,418,302,167,135,4,340,"1,099","1,110",4,412,"1,393",6.79020695
2020-04-18,"32,594","2,268",552,188,71,55,17,39,389,429,312,173,138,4,344,"1,124","1,140",4,423,955,6.30775412
2020-04-19,"33,904","2,325",562,189,72,57,17,43,398,438,318,178,144,4,354,"1,149","1,172",4,431,"1,310",5.97392489
2020-04-20,"34,920","2,434",592,199,87,109,18,46,420,459,329,186,151,4,370,"1,185","1,243",6,451,"1,016",6.71831082
2020-04-21,"36,464","2,491",611,206,96,57,19,47,427,473,334,191,154,4,378,"1,214","1,271",6,464,"1,514",6.29792254
2020-04-22,"38,689","2,643",634,213,100,152,21,51,452,506,344,200,179,4,398,"1,284","1,355",4,488,"2,255",6.11666868
2020-04-23,"41,811","2,826",658,218,102,183,22,52,496,545,364,210,185,3,422,"1,377","1,445",4,527,"3,122",6.13726234
2020-04-24,"43,638","2,943",683,225,111,117,22,54,515,576,376,213,191,3,438,"1,445","1,494",4,555,"1,826",6.15304529
2020-04-25,"44,935","3,043",696,227,111,100,23,57,528,598,393,231,195,3,449,"1,489","1,551",3,566,"1,297",6.28838248
2020-04-26,"45,758","3,141",706,230,113,98,24,65,537,609,397,233,199,3,472,"1,537","1,601",3,602,823,6.59262278
2020-04-27,"48,303","3,314",733,238,118,173,26,74,576,632,414,247,215,3,498,"1,618","1,691",5,629,"2,545",6.51171544
2020-04-28,"50,271","3,432",761,241,120,118,26,81,598,649,431,259,224,3,519,"1,673","1,754",5,642,"1,966",6.34381701
2020-04-29,"52,574","3,564",773,244,124,132,27,89,617,665,445,266,232,4,548,"1,747","1,811",6,671,"2,303",6.30146337
2020-04-30,"55,199","3,711",792,150,134,147,29,96,634,694,464,271,245,3,576,"1,826","1,878",7,699,"2,625",6.2244489
2020-05-01,"57,601","3,842",811,259,138,131,31,101,655,722,476,281,254,3,603,"1,882","1,951",9,716,"2,402",6.27528025
2020-05-02,"59,878","3,927",828,266,139,85,34,107,663,739,494,286,257,3,612,"1,927","1,993",7,732,"2,277",6.08115538
2020-05-03,"61,171","4,020",842,271,144,93,39,112,677,751,504,291,263,3,629,"1,971","2,043",6,751,"1,293",6.21698944
2020-05-04,"63,477","4,160",864,275,150,140,42,119,691,784,514,300,273,3,649,"2,042","2,111",7,785,"2,306",6.04468726
2020-05-05,"65,737","4,319",882,281,158,159,46,132,720,803,526,315,286,7,670,"2,106","2,206",7,814,"2,260",6.23890785
2020-05-06,"69,062","4,429",904,287,165,110,50,139,737,827,536,326,296,5,681,"2,169","2,250",10,832,"3,325",5.88080342
2020-05-07,"72,634","4,662",919,289,169,233,54,148,770,865,555,339,317,7,729,"2,270","2,383",9,878,"3,572",5.95717067
2020-05-08,"76,035","4,776",938,291,175,114,57,152,797,882,567,344,324,5,746,"2,334","2,434",8,902,"3,401",5.6582806
2020-05-09,"79,478","4,926",955,297,175,150,59,160,824,902,585,355,330,4,774,"2,422","2,496",8,933,"3,443",5.45149243
2020-05-10,"82,116","5,065",973,302,175,139,62,165,846,928,597,357,341,4,805,"2,482","2,574",9,960,"2,638",5.29211134
2020-05-11,"84,556","5,161",996,309,190,96,62,168,865,951,602,367,346,4,818,"2,528","2,622",11,978,"2,440",5.09503186
2020-05-12,"88,097","5,278","1,019",316,194,117,63,171,885,975,609,376,350,6,839,"2,589","2,678",11,"1,004","3,541",4.8802411
2020-05-13,"92,095","5,391","1,047",321,200,113,66,179,901,994,621,380,357,6,863,"2,643","2,737",11,"1,024","3,998",4.62285873
2020-05-14,"96,150","5,523","1,070",325,208,132,68,181,921,"1,013",628,391,366,6,895,"2,710","2,800",13,"1,054","4,055",4.42480037
2020-05-15,"100,655","5,662","1,085",329,209,139,74,189,936,"1,037",640,403,384,5,915,"2,783","2,867",12,"1,079","4,505",4.2272
2020-05-16,"105,018","5,836","1,104",332,209,174,77,200,961,"1,058",660,422,397,6,955,"2,879","2,945",12,"1,100","4,363",4.22906
2020-05-17,"108,426","5,946","1,115",339,211,110,79,202,972,"1,070",680,440,406,6,976,"2,936","2,998",12,"1,115","3,408",4.07575917
2020-05-18,"111,035","6,026","1,136",346,222,80,81,209,982,"1,085",693,442,408,7,985,"2,978","3,036",12,"1,134","2,609",3.92363
2020-05-19,"115,837","6,140","1,155",351,230,114,86,218,996,"1,106",708,448,410,5,"1,011","3,036","3,092",12,"1,152","4,802",3.63473
2020-05-20,"120,559","6,315","1,183",354,241,175,91,227,"1,023","1,130",725,451,420,3,"1,049","3,125","3,177",13,"1,196","4,722",3.66235
2020-05-21,"124,615","6,434","1,209",361,242,119,94,239,"1,036","1,149",740,458,424,3,"1,071","3,197","3,226",11,"1,220","4,056",3.408938
2020-05-22,"128,410","6,559","1,224",369,249,125,97,244,"1,055","1,173",753,459,430,4,"1,104","3,273","3,274",12,"1,240","3,795",3.4042959
2020-05-23,"132,958","6,701","1,232",369,249,142,99,254,"1,075","1,197",771,463,434,5,"1,137","3,351","3,339",11,"1,266","4,548",3.318998
2020-05-24,"136,658","6,797","1,244",370,249,96,104,270,"1,082","1,211",777,470,436,4,"1,158","3,401","3,386",10,"1,285","3,700",3.175534
2020-05-25,"140,566","6,882","1,255",375,249,85,105,277,"1,096","1,225",782,474,439,5,"1,175","3,442","3,428",12,"1,304","3,908",3.0726656
2020-05-26,"143,587","6,983","1,271",377,255,101,108,283,"1,116","1,241",788,478,441,4,"1,205","3,487","3,484",12,"1,319","3,021",3.0726256
2020-05-27,"147,286","7,100","1,285",377,260,117,111,288,"1,140","1,257",801,483,445,4,"1,232","3,552","3,537",11,"1,339","3,699",3.0937166
2020-05-28,"151,910","7,240","1,296",378,266,140,118,299,"1,162","1,274",819,489,453,5,"1,259","3,630","3,598",12,"1,362","4,624",3.0792682
2020-05-29,"156,210","7,385","1,314",381,269,145,120,310,"1,188","1,300",830,495,468,4,"1,282","3,709","3,661",15,"1,388","4,300",3.1014
2020-05-30,"160,139","7,481","1,324",385,269,96,123,319,"1,195","1,308",839,505,475,4,"1,306","3,757","3,710",14,"1,407","3,929",2.984343
2020-05-31,"163,794","7,554","1,331",385,269,73,125,324,"1,204","1,317",847,506,479,4,"1,322","3,793","3,747",14,"1,426","3,655",2.904204
2020-06-01,"167,733","7,674","1,341",387,276,120,128,331,"1,218","1,337",854,513,483,6,"1,355","3,859","3,803",12,"1,449","3,939",2.90663
2020-06-02,"172,673","7,798","1,363",392,283,124,132,339,"1,231","1,353",869,521,489,5,"1,385","3,919","3,867",12,"1,474","4,940",2.917165
2020-06-03,"176,387","7,940","1,383",395,288,142,140,350,"1,243","1,374",883,531,502,5,"1,421","3,995","3,930",15,"1,491","3,714",2.9107258
2020-06-04,"182,323","8,180","1,397",397,294,240,154,364,"1,273","1,413",895,542,505,4,"1,483","4,138","4,032",10,"1,547","5,936",3.025577
2020-06-05,"186,186","8,345","1,416",401,296,165,161,370,"1,304","1,446",908,550,511,4,"1,523","4,223","4,112",10,"1,568","3,863",3.0912
2020-06-06,"191,918","8,476","1,421",402,296,131,165,378,"1,324","1,465",921,554,515,4,"1,561","4,290","4,177",9,"1,589","5,732",3.010515
2020-06-07,"195,762","8,619","1,429",403,296,143,170,389,"1,346","1,482",929,560,519,4,"1,601","4,363","4,247",9,"1,619","3,844",3.0827016
2020-06-08,"199,725","8,729","1,441",408,301,110,173,395,"1,362","1,504",939,561,525,4,"1,628","4,422","4,299",8,"1,638","3,963",3.12209469
2020-06-09,"203,579","8,837","1,447",410,305,108,178,408,"1,374","1,514",945,562,528,5,"1,653","4,486","4,342",9,"1,670","3,854",3.0904121
2020-06-10,"208,576","8,998","1,459",414,308,161,186,415,"1,395","1,533",963,564,537,5,"1,692","4,569","4,420",9,"1,708","4,997",3.09675314
2020-06-11,"214,960","9,130","1,489",421,313,132,189,419,"1,421","1,559",973,572,541,5,"1,720","4,638","4,483",9,"1,731","6,384",2.9976
2020-06-12,"220,743","9,314","1,501",425,319,184,196,425,"1,443","1,585",989,582,560,5,"1,766","4,741","4,563",10,"1,763","5,783",2.98916833
2020-06-13,"227,494","9,440","1,519",426,319,126,206,436,"1,460","1,603","1,004",592,562,6,"1,792","4,809","4,619",12,"1,779","6,751",2.90847004
2020-06-14,"232,701","9,610","1,530",429,320,170,215,445,"1,476","1,633","1,022",600,568,6,"1,840","4,888","4,710",12,"1,805","5,207",2.98373169
2020-06-15,"237,539","9,730","1,543",432,323,120,219,450,"1,494","1,650","1,038",603,570,6,"1,874","4,958","4,760",12,"1,826","4,838",2.94530556
2020-06-16,"244,321","9,854","1,562",435,327,124,223,458,"1,522","1,669","1,052",609,578,6,"1,896","5,019","4,825",10,"1,841","6,782",2.8695846
2020-06-17,"254,391","10,092","1,578",437,331,238,230,480,"1,548","1,712","1,075",621,583,8,"1,958","5,144","4,936",12,"1,877","10,070",2.75883288
2020-06-18,"264,935","10,350","1,595",443,332,258,234,507,"1,584","1,756","1,094",635,586,9,"2,020","5,279","5,060",11,"1,925","10,544",2.6267
2020-06-19,"270,529","10,484","1,604",443,338,134,238,521,"1,603","1,764","1,102",638,590,9,"2,073","5,338","5,134",12,"1,946","5,594",2.53607294
2020-06-20,"274,942","10,794","1,619",449,338,310,254,558,"1,633","1,810","1,129",645,604,9,"2,152","5,485","5,293",16,"2,000","4,413",2.79196377
2020-06-21,"280,773","11,096","1,627",451,338,302,264,583,"1,672","1,840","1,148",658,630,10,"2,239","5,648","5,430",18,"2,052","5,831",2.91374057
2020-06-22,"287,592","11,294","1,639",454,341,198,267,611,"1,697","1,863","1,163",663,629,10,"2,302","5,755","5,526",13,"2,089","6,819",2.91918468
2020-06-23,"294,573","11,626","1,661",456,347,332,277,633,"1,745","1,892","1,203",683,643,11,"2,379","5,917","5,694",15,"2,160","6,981",3.06503725
2020-06-24,"304,045","11,961","1,687",461,352,335,289,659,"1,796","1,925","1,218",695,653,10,"2,491","6,103","5,841",17,"2,225","9,472",3.1036253
2020-06-25,"310,869","12,401","1,706",466,358,440,301,690,"1,852","1,983","1,252",712,662,11,"2,625","6,315","6,065",21,"2,313","6,824",3.4105
2020-06-26,"320,041","12,837","1,730",475,360,436,317,731,"1,914","2,027","1,283",731,672,12,"2,759","6,538","6,279",20,"2,391","9,172",3.5479063
2020-06-27,"328,342","13,334","1,747",479,361,497,337,768,"1,974","2,079","1,330",761,702,14,"2,886","6,808","6,507",19,"2,483","8,301",3.8612565
2020-06-28,"335,250","13,832","1,754",481,361,498,348,814,"2,038","2,139","1,359",773,708,16,"3,033","7,062","6,740",30,"2,604","6,908",4.11705623
2020-06-29,"342,632","14,149","1,770",485,365,317,359,839,"2,084","2,180","1,388",778,717,19,"3,129","7,215","6,902",32,"2,656","7,382",4.2048471
2020-06-30,"350,457","14,623","1,791",490,372,474,366,880,"2,156","2,239","1,408",793,726,19,"3,282","7,447","7,142",34,"2,754","7,825",4.4933
2020-07-01,"358,967","15,207","1,821",497,377,584,385,917,"2,229","2,310","1,444",812,732,14,"3,495","7,754","7,401",52,"2,869","8,510",4.89117962
2020-07-02,"366,274","15,696","1,849",503,387,489,397,946,"2,297","2,363","1,490",827,752,16,"3,647","7,993","7,622",81,"2,961","7,307",5.27536289
2020-07-03,"373,595","16,164","1,879",507,387,468,420,986,"2,352","2,408","1,517",842,758,17,"3,812","8,219","7,824",121,"3,052","7,321",5.110318
2020-07-04,"381,690","16,726","1,899",510,387,562,447,"1,035","2,420","2,460","1,565",854,776,17,"3,995","8,514","8,088",124,"3,157","8,095",5.5570128
2020-07-05,"389,357","17,000","1,912",516,387,274,452,"1,070","2,461","2,489","1,583",857,778,17,"4,080","8,652","8,223",125,"3,213","7,667",5.4373
2020-07-06,"394,887","17,578","1,923",517,399,578,471,"1,124","2,534","2,572","1,629",875,792,16,"4,231","8,940","8,510",128,"3,334","5,530",5.8567501
2020-07-07,"402,494","17,842","1,961",524,406,264,481,"1,148","2,567","2,604","1,656",883,798,16,"4,305","9,084","8,632",126,"3,384","7,607",5.7597687
2020-07-08,"411,444","18,402","1,974",525,415,560,510,"1,191","2,635","2,674","1,698",904,812,18,"4,454","9,367","8,910",125,"3,506","8,950",5.99726254
2020-07-09,"419,867","18,863","2,002",529,420,461,530,"1,243","2,702","2,731","1,720",917,825,18,"4,595","9,606","9,130",127,"3,582","8,423",5.9285
2020-07-10,"428,159","19,371","2,025",532,422,508,559,"1,290","2,771","2,792","1,766",939,839,18,"4,725","9,856","9,389",126,"3,672","8,292",6.043397
2020-07-11,"436,664","19,929","2,036",535,422,558,576,"1,335","2,856","2,860","1,811",963,845,18,"4,890","10,137","9,659",133,"3,775","8,505",6.0883292
2020-07-12,"443,206","20,348","2,052",538,422,419,608,"1,380","2,918","2,913","1,832",978,852,18,"5,002","10,358","9,853",137,"3,847","6,542",6.0358
2020-07-13,"450,452","20,887","2,073",541,436,539,630,"1,424","2,997","2,964","1,867",993,862,19,"5,179","10,638","10,107",142,"3,952","7,246",6.2493
2020-07-14,"458,888","21,446","2,093",546,448,559,642,"1,481","3,080","3,041","1,902","1,008",878,20,"5,325","10,933","10,387",126,"4,069","8,436",6.29248093
2020-07-15,"469,332","21,855","2,127",558,465,409,661,"1,525","3,144","3,096","1,924","1,014",886,20,"5,429","11,131","10,589",135,"4,156","10,434",6.0241946
2020-07-16,"478,546","22,489","2,154",562,472,634,682,"1,581","3,241","3,192","1,969","1,028",895,20,"5,617","11,462","10,892",135,"4,264","9,224",6.05048453
2020-07-17,"488,836","23,114","2,180",567,478,625,695,"1,645","3,320","3,296","2,010","1,046",907,21,"5,780","11,791","11,192",131,"4,394","10,290",6.0308397
2020-07-18,"497,779","23,682","2,203",571,478,568,714,"1,699","3,405","3,375","2,051","1,062",916,24,"5,925","12,079","11,502",101,"4,511","8,943",5.9919544
2020-07-19,"505,663","24,135","2,215",575,478,453,721,"1,735","3,479","3,442","2,089","1,075",917,25,"6,047","12,324","11,724",87,"4,605","7,884",6.1346792
2020-07-20,"514,693","24,520","2,237",578,487,385,730,"1,773","3,537","3,496","2,110","1,086",923,25,"6,160","12,508","11,923",89,"4,680","9,030",5.7943676
2020-07-21,"522,973","25,107","2,279",592,505,587,754,"1,827","3,621","3,580","2,150","1,104",933,24,"6,328","12,817","12,204",86,"4,786","8,280",6.0300965
2020-07-22,"531,277","25,608","2,309",599,512,501,770,"1,879","3,702","3,644","2,210","1,118",947,26,"6,444","13,082","12,441",85,"4,868","8,304",6.0133686
2020-07-23,"538,251","26,098","2,330",602,524,490,786,"1,932","3,777","3,708","2,237","1,132",960,25,"6,564","13,321","12,692",85,"4,977","6,974",6.1115
2020-07-24,"554,680","26,701","2,364",606,533,603,806,"1,994","3,865","3,799","2,276","1,151",987,24,"6,727","13,624","12,981",96,"5,072","16,429",5.7935046
2020-07-25,"562,185","26,984","2,391",614,533,283,821,"2,017","3,908","3,833","2,303","1,159",996,28,"6,793","13,774","13,105",105,"5,126","7,505",5.6205734
2020-07-26,"568,641","27,507","2,405",618,533,523,841,"2,057","3,979","3,892","2,361","1,188","1,016",29,"6,931","14,034","13,343",130,"5,213","6,456",5.7073385
2020-07-27,"575,264","28,005","2,430",626,547,498,859,"2,098","4,039","3,951","2,402","1,198","1,024",29,"7,097","14,277","13,596",132,"5,308","6,623",5.70298
2020-07-28,"582,163","28,287","2,459",632,552,282,872,"2,122","4,078","4,002","2,418","1,205","1,032",29,"7,179","14,419","13,740",128,"5,350","6,899",5.5493815
2020-07-29,"590,401","28,668","2,486",638,558,381,886,"2,166","4,130","4,055","2,449","1,210","1,038",28,"7,287","14,620","13,922",126,"5,419","8,238",5.626905
2020-07-30,"599,467","29,048","2,521",642,561,380,894,"2,205","4,198","4,099","2,477","1,223","1,041",28,"7,396","14,833","14,099",116,"5,487","9,066",5.4242026
2020-07-31,"608,628","29,577","2,551",650,565,529,911,"2,255","4,277","4,167","2,514","1,238","1,050",27,"7,543","15,137","14,324",116,"5,595","9,161",5.395185
2020-08-01,"614,283","29,883","2,577",652,565,306,927,"2,284","4,335","4,199","2,538","1,250","1,053",27,"7,618","15,316","14,459",108,"5,652","5,655",5.322564
2020-08-02,"620,819","30,226","2,599",656,565,343,942,"2,317","4,383","4,247","2,563","1,270","1,062",28,"7,692","15,488","14,614",124,"5,722","6,536",5.2893466
2020-08-03,"624,987","30,516","2,627",662,568,290,946,"2,359","4,416","4,288","2,588","1,277","1,067",28,"7,770","15,641","14,769",106,"5,777","4,168",5.4363791
2020-08-04,"631,968","30,864","2,655",666,578,348,958,"2,406","4,468","4,326","2,619","1,285","1,078",30,"7,858","15,802","14,958",104,"5,836","6,981",5.2818937
2020-08-05,"643,074","31,127","2,681",674,583,263,963,"2,436","4,509","4,360","2,649","1,292","1,085",30,"7,922","15,936","15,094",97,"5,881","11,106",4.9366262
2020-08-06,"654,575","31,779","2,712",681,586,652,990,"2,499","4,604","4,445","2,692","1,301","1,091",30,"8,105","16,298","15,377",104,"6,022","11,501",4.8837729
2020-08-07,"664,047","32,330","2,730",682,593,551,"1,007","2,563","4,690","4,511","2,737","1,321","1,106",32,"8,243","16,590","15,624",116,"6,120","9,472",5.1468907
2020-08-08,"670,283","32,747","2,745",687,594,417,"1,023","2,603","4,746","4,585","2,765","1,337","1,120",32,"8,337","16,796","15,829",122,"6,199","6,236",5.3312735
2020-08-09,"677,853","32,975","2,752",689,594,228,"1,026","2,623","4,788","4,615","2,784","1,353","1,128",30,"8,387","16,921","15,936",118,"6,241","7,570",5.0067758
2020-08-10,"683,522","33,157","2,771",694,602,182,"1,029","2,643","4,808","4,638","2,798","1,360","1,134",30,"8,435","17,016","16,027",114,"6,282","5,669",4.7590016
2020-08-11,"690,861","33,393","2,792",696,608,236,"1,051","2,674","4,829","4,670","2,819","1,362","1,139",32,"8,496","17,135","16,151",107,"6,321","7,339",4.6974185
2020-08-12,"698,881","33,659","2,809",699,615,266,"1,060","2,699","4,875","4,709","2,835","1,374","1,141",32,"8,571","17,274","16,281",104,"6,363","8,020",4.60084808
2020-08-13,"708,389","34,065","2,823",703,622,406,"1,080","2,741","4,933","4,765","2,871","1,384","1,148",31,"8,672","17,492","16,471",102,"6,440","9,508",4.60084808
2020-08-14,"719,657","34,344","2,835",710,626,279,"1,088","2,759","4,985","4,814","2,898","1,391","1,154",33,"8,730","17,627","16,614",103,"6,492","11,268",4.2934729
2020-08-15,"726,704","34,678","2,856",715,626,334,"1,107","2,786","5,026","4,862","2,923","1,402","1,162",32,"8,828","17,811","16,758",109,"6,550","7,047",4.2652
2020-08-16,"733,081","34,960","2,868",716,626,282,"1,121","2,809","5,070","4,897","2,948","1,411","1,166",34,"8,902","17,956","16,891",113,"6,602","6,377",4.2169
2020-08-17,"738,665","35,162","2,890",719,633,202,"1,128","2,827","5,101","4,935","2,962","1,412","1,172",34,"8,948","18,056","16,996",110,"6,643","5,584",4.0869825
2020-08-18,"745,446","35,376","2,916",723,638,214,"1,142","2,850","5,130","4,964","2,979","1,422","1,181",33,"8,994","18,156","17,112",108,"6,681","6,781",3.9761011
2020-08-19,"755,311","35,608","2,930",726,644,232,"1,147","2,876","5,174","5,001","2,993","1,431","1,189",33,"9,051","18,276","17,225",107,"6,713","9,865",3.9924446
2020-08-20,"761,878","35,912","2,946",726,652,304,"1,163","2,891","5,222","5,050","3,023","1,440","1,197",31,"9,118","18,429","17,378",105,"6,777","6,567",3.8517096
2020-08-21,"770,702","36,203","2,961",728,660,291,"1,171","2,909","5,270","5,086","3,055","1,447","1,207",31,"9,199","18,581","17,515",107,"6,828","8,824",3.6313347
2020-08-22,"777,485","36,540","2,978",729,660,337,"1,186","2,939","5,309","5,138","3,082","1,462","1,221",31,"9,294","18,760","17,673",107,"6,878","6,783",3.5381803
2020-08-23,"784,836","36,727","2,989",733,660,187,"1,195","2,963","5,331","5,153","3,097","1,468","1,222",34,"9,350","18,854","17,766",107,"6,914","7,351",3.5070993
2020-08-24,"790,370","36,994","3,006",736,665,267,"1,203","2,983","5,376","5,184","3,130","1,482","1,224",33,"9,405","19,001","17,890",103,"6,974","5,534",3.5910827
2020-08-25,"798,697","37,222","3,022",738,668,228,"1,212","3,004","5,408","5,216","3,146","1,498","1,234",33,"9,459","19,134","17,986",102,"7,012","8,327",3.5507623
